OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Price,Unit Cost
SO - 0006101,In-Store,WARE-NMK1003,12/1/2019,5/14/2020,5/25/2020,6/4/2020,USD,11,37,169,16,3,0.05,"6,210.90","3,353.89"
SO - 0006102,Online,WARE-PUJ1005,3/10/2020,5/14/2020,5/30/2020,6/3/2020,USD,17,23,284,44,8,0.05,911.20,747.18
SO - 0006103,Online,WARE-NMK1003,12/1/2019,5/14/2020,6/9/2020,6/13/2020,USD,13,5,130,13,6,0.05,180.90,146.53
SO - 0006104,Online,WARE-NMK1003,3/10/2020,5/14/2020,6/7/2020,6/16/2020,USD,20,32,181,31,4,0.05,"3,999.90","2,119.95"
SO - 0006105,Wholesale,WARE-XYS1001,12/1/2019,5/14/2020,5/23/2020,5/27/2020,USD,26,39,42,8,3,0.05,"1,896.10",777.40
SO - 0006106,In-Store,WARE-XYS1001,3/10/2020,5/14/2020,6/8/2020,6/16/2020,USD,1,24,30,41,8,0.05,"3,886.00","2,059.58"
SO - 0006107,In-Store,WARE-PUJ1005,3/10/2020,5/14/2020,5/29/2020,6/4/2020,USD,9,35,326,21,5,0.2,"5,326.50","3,036.11"
SO - 0006108,Wholesale,WARE-PUJ1005,3/10/2020,5/14/2020,5/22/2020,5/25/2020,USD,28,47,285,16,8,0.15,234.50,126.63
SO - 0006109,Distributor,WARE-PUJ1005,12/1/2019,5/14/2020,6/5/2020,6/8/2020,USD,21,38,316,35,3,0.075,"2,445.50",978.20
SO - 0006110,Distributor,WARE-NMK1003,12/1/2019,5/14/2020,6/7/2020,6/10/2020,USD,23,10,109,26,1,0.05,234.50,154.77
SO - 0006111,Online,WARE-XYS1001,3/10/2020,5/15/2020,5/18/2020,5/20/2020,USD,19,44,46,22,5,0.05,"2,211.00","1,216.05"
SO - 0006112,In-Store,WARE-UHY1004,12/1/2019,5/15/2020,5/23/2020,5/28/2020,USD,2,40,248,20,4,0.075,"5,587.80","3,017.41"
SO - 0006113,In-Store,WARE-UHY1004,3/10/2020,5/15/2020,5/26/2020,5/29/2020,USD,10,15,220,19,3,0.3,"2,633.10","1,606.19"
SO - 0006114,Wholesale,WARE-XYS1001,3/10/2020,5/15/2020,6/9/2020,6/10/2020,USD,26,27,15,1,1,0.075,"3,953.00","3,360.05"
SO - 0006115,Wholesale,WARE-NMK1003,3/10/2020,5/15/2020,5/29/2020,5/31/2020,USD,27,14,96,45,1,0.075,"1,072.00",825.44
SO - 0006116,Distributor,WARE-NMK1003,12/1/2019,5/15/2020,6/11/2020,6/13/2020,USD,22,29,150,23,6,0.15,"2,345.00","1,899.45"
SO - 0006117,Distributor,WARE-NBV1002,3/10/2020,5/15/2020,6/1/2020,6/5/2020,USD,25,18,81,37,3,0.15,"2,546.00","2,062.26"
SO - 0006118,In-Store,WARE-MKL1006,3/10/2020,5/15/2020,6/4/2020,6/11/2020,USD,11,19,351,22,8,0.1,"2,485.70","1,292.56"
SO - 0006119,In-Store,WARE-NMK1003,3/10/2020,5/15/2020,6/7/2020,6/17/2020,USD,7,46,158,9,8,0.3,"2,244.50","1,391.59"
SO - 0006120,Distributor,WARE-NMK1003,12/1/2019,5/15/2020,5/26/2020,6/3/2020,USD,23,24,144,17,1,0.05,"2,391.90","1,530.82"
SO - 0006121,In-Store,WARE-XYS1001,3/10/2020,5/16/2020,5/26/2020,5/27/2020,USD,7,20,21,32,7,0.05,"1,038.50",571.18
SO - 0006122,In-Store,WARE-NMK1003,3/10/2020,5/16/2020,6/12/2020,6/22/2020,USD,10,9,129,25,6,0.1,"1,916.20","1,092.23"
SO - 0006123,Online,WARE-PUJ1005,12/1/2019,5/16/2020,6/5/2020,6/6/2020,USD,17,46,288,47,2,0.075,"2,733.60","1,503.48"
SO - 0006124,In-Store,WARE-MKL1006,3/10/2020,5/16/2020,6/1/2020,6/5/2020,USD,5,23,359,5,1,0.075,"1,098.80",868.05
SO - 0006125,In-Store,WARE-UHY1004,12/1/2019,5/16/2020,6/2/2020,6/12/2020,USD,3,33,219,9,1,0.15,"1,815.70",726.28
SO - 0006126,In-Store,WARE-XYS1001,12/1/2019,5/16/2020,6/7/2020,6/14/2020,USD,5,4,28,45,7,0.1,"1,092.10",709.87
SO - 0006127,In-Store,WARE-PUJ1005,12/1/2019,5/16/2020,6/7/2020,6/13/2020,USD,8,24,301,3,4,0.2,"1,132.30",611.44
SO - 0006128,In-Store,WARE-NMK1003,12/1/2019,5/16/2020,6/11/2020,6/18/2020,USD,2,17,182,10,7,0.05,"2,639.80","1,689.47"
SO - 0006129,Online,WARE-NMK1003,3/10/2020,5/16/2020,5/29/2020,5/30/2020,USD,18,36,158,8,8,0.075,"3,999.90","2,199.95"
SO - 0006130,Distributor,WARE-UHY1004,3/10/2020,5/16/2020,6/13/2020,6/14/2020,USD,23,6,249,14,3,0.3,"3,745.30","2,808.98"
SO - 0006131,Online,WARE-MKL1006,12/1/2019,5/16/2020,6/7/2020,6/16/2020,USD,14,48,350,21,7,0.1,"5,279.60","3,167.76"
SO - 0006132,In-Store,WARE-NMK1003,3/10/2020,5/16/2020,5/31/2020,6/9/2020,USD,1,10,183,4,5,0.15,"1,005.00",462.30
SO - 0006133,In-Store,WARE-NMK1003,3/10/2020,5/17/2020,5/28/2020,6/3/2020,USD,8,17,164,37,4,0.05,"3,879.30","3,142.23"
SO - 0006134,Distributor,WARE-PUJ1005,12/1/2019,5/17/2020,6/1/2020,6/11/2020,USD,23,40,291,5,6,0.1,"3,557.70","1,707.70"
SO - 0006135,In-Store,WARE-NMK1003,3/10/2020,5/17/2020,5/27/2020,5/31/2020,USD,7,25,132,17,7,0.05,"5,681.60","4,829.36"
SO - 0006136,In-Store,WARE-NMK1003,3/10/2020,5/17/2020,5/25/2020,5/28/2020,USD,2,4,107,31,4,0.05,"3,865.90","2,087.59"
SO - 0006137,Online,WARE-NMK1003,3/10/2020,5/17/2020,5/31/2020,6/8/2020,USD,16,29,111,21,7,0.05,"2,666.60","1,093.31"
SO - 0006138,Distributor,WARE-PUJ1005,3/10/2020,5/17/2020,5/25/2020,5/27/2020,USD,25,41,284,9,3,0.2,"5,902.70","2,420.11"
SO - 0006139,Online,WARE-XYS1001,3/10/2020,5/17/2020,5/20/2020,5/21/2020,USD,13,29,11,6,3,0.1,"3,865.90","1,701.00"
SO - 0006140,Online,WARE-UHY1004,12/1/2019,5/17/2020,6/9/2020,6/14/2020,USD,13,38,253,22,2,0.075,"2,237.80","1,253.17"
SO - 0006141,Online,WARE-XYS1001,12/1/2019,5/17/2020,6/11/2020,6/14/2020,USD,17,3,41,44,8,0.05,"1,098.80",560.39
SO - 0006142,In-Store,WARE-UHY1004,12/1/2019,5/17/2020,5/30/2020,6/1/2020,USD,11,3,216,11,3,0.15,"1,688.40","1,215.65"
SO - 0006143,In-Store,WARE-XYS1001,3/10/2020,5/17/2020,5/23/2020,6/2/2020,USD,11,2,47,25,1,0.075,"3,390.20","1,966.32"
SO - 0006144,Online,WARE-XYS1001,12/1/2019,5/18/2020,6/3/2020,6/12/2020,USD,13,50,14,34,2,0.075,"2,345.00","1,735.30"
SO - 0006145,Online,WARE-NMK1003,3/10/2020,5/18/2020,6/2/2020,6/3/2020,USD,12,30,147,40,8,0.05,757.10,401.26
SO - 0006146,Online,WARE-MKL1006,3/10/2020,5/18/2020,6/1/2020,6/5/2020,USD,20,46,352,30,2,0.075,"1,078.70",442.27
SO - 0006147,In-Store,WARE-NMK1003,12/1/2019,5/18/2020,6/8/2020,6/17/2020,USD,9,17,198,14,4,0.05,"2,512.50","1,231.13"
SO - 0006148,In-Store,WARE-NMK1003,3/10/2020,5/18/2020,6/10/2020,6/13/2020,USD,11,44,175,43,8,0.3,"1,051.90",546.99
SO - 0006149,Distributor,WARE-NMK1003,3/10/2020,5/18/2020,5/20/2020,5/27/2020,USD,25,50,118,6,3,0.15,"2,458.90","1,254.04"
SO - 0006150,Distributor,WARE-PUJ1005,3/10/2020,5/18/2020,6/11/2020,6/15/2020,USD,25,38,278,23,2,0.05,"1,025.10",840.58
SO - 0006151,In-Store,WARE-PUJ1005,12/1/2019,5/18/2020,5/22/2020,5/24/2020,USD,9,42,265,38,8,0.15,"3,798.90","2,583.25"
SO - 0006152,Wholesale,WARE-NMK1003,12/1/2019,5/18/2020,6/10/2020,6/16/2020,USD,27,24,165,17,7,0.1,"2,371.80","1,043.59"
SO - 0006153,Online,WARE-XYS1001,3/10/2020,5/18/2020,5/20/2020,5/24/2020,USD,17,8,33,4,7,0.1,"1,078.70",852.17
SO - 0006154,Online,WARE-UHY1004,3/10/2020,5/18/2020,6/4/2020,6/11/2020,USD,19,37,234,2,5,0.05,951.40,428.13
SO - 0006155,Online,WARE-PUJ1005,3/10/2020,5/18/2020,6/9/2020,6/13/2020,USD,15,35,283,10,1,0.075,"1,246.20",573.25
SO - 0006156,Wholesale,WARE-NMK1003,3/10/2020,5/19/2020,6/13/2020,6/18/2020,USD,26,34,176,12,2,0.1,"1,835.80",972.97
SO - 0006157,In-Store,WARE-UHY1004,3/10/2020,5/19/2020,6/16/2020,6/18/2020,USD,6,19,257,19,6,0.075,"5,695.00","2,847.50"
SO - 0006158,Online,WARE-MKL1006,12/1/2019,5/19/2020,6/5/2020,6/13/2020,USD,18,40,342,10,1,0.2,904.50,524.61
SO - 0006159,Online,WARE-PUJ1005,3/10/2020,5/19/2020,5/27/2020,5/30/2020,USD,13,36,277,27,2,0.05,"3,966.40","2,300.51"
SO - 0006160,Distributor,WARE-NBV1002,12/1/2019,5/20/2020,6/16/2020,6/23/2020,USD,23,22,68,41,5,0.05,"1,092.10",688.02
SO - 0006161,Wholesale,WARE-PUJ1005,12/1/2019,5/20/2020,6/15/2020,6/21/2020,USD,26,47,322,31,2,0.075,"1,112.20",811.91
SO - 0006162,Distributor,WARE-PUJ1005,12/1/2019,5/20/2020,6/4/2020,6/8/2020,USD,21,43,289,18,2,0.075,"3,966.40","2,895.47"
SO - 0006163,Online,WARE-NMK1003,3/10/2020,5/20/2020,5/25/2020,6/3/2020,USD,18,27,104,24,3,0.4,"1,058.60",529.30
SO - 0006164,Wholesale,WARE-NMK1003,3/10/2020,5/20/2020,5/26/2020,6/2/2020,USD,28,4,196,46,3,0.2,"3,979.80","3,303.23"
SO - 0006165,In-Store,WARE-NMK1003,3/10/2020,5/20/2020,6/17/2020,6/25/2020,USD,8,46,98,41,6,0.3,241.20,103.72
SO - 0006166,Wholesale,WARE-UHY1004,12/1/2019,5/21/2020,5/28/2020,6/1/2020,USD,26,24,208,25,1,0.4,"6,458.80","5,489.98"
SO - 0006167,Online,WARE-NMK1003,3/10/2020,5/21/2020,5/25/2020,5/29/2020,USD,15,9,129,42,8,0.15,"3,825.70","2,869.28"
SO - 0006168,In-Store,WARE-NMK1003,3/10/2020,5/21/2020,5/28/2020,6/4/2020,USD,6,47,135,24,8,0.15,"3,946.30","2,525.63"
SO - 0006169,In-Store,WARE-MKL1006,3/10/2020,5/21/2020,5/24/2020,5/27/2020,USD,5,17,333,21,8,0.15,837.50,628.13
SO - 0006170,In-Store,WARE-NMK1003,3/10/2020,5/21/2020,6/6/2020,6/10/2020,USD,3,26,174,27,7,0.075,938.00,684.74
SO - 0006171,Distributor,WARE-NMK1003,3/10/2020,5/21/2020,6/18/2020,6/22/2020,USD,21,30,147,41,6,0.05,"3,624.70","1,812.35"
SO - 0006172,Distributor,WARE-NBV1002,3/10/2020,5/21/2020,6/10/2020,6/17/2020,USD,23,16,61,30,8,0.075,"3,999.90","2,319.94"
SO - 0006173,In-Store,WARE-MKL1006,3/10/2020,5/21/2020,5/31/2020,6/2/2020,USD,2,18,338,12,3,0.15,254.60,188.40
SO - 0006174,In-Store,WARE-NMK1003,12/1/2019,5/22/2020,6/17/2020,6/19/2020,USD,10,7,166,40,4,0.075,"1,299.80",675.90
SO - 0006175,In-Store,WARE-UHY1004,3/10/2020,5/22/2020,5/30/2020,6/5/2020,USD,5,42,242,5,7,0.05,261.30,151.55
SO - 0006176,Wholesale,WARE-XYS1001,3/10/2020,5/22/2020,6/17/2020,6/26/2020,USD,26,29,23,40,2,0.075,"2,452.20","1,642.97"
SO - 0006177,Online,WARE-NMK1003,3/10/2020,5/22/2020,6/3/2020,6/11/2020,USD,17,1,172,4,7,0.05,"1,165.80",571.24
SO - 0006178,Online,WARE-NMK1003,12/1/2019,5/22/2020,6/4/2020,6/13/2020,USD,13,8,121,4,3,0.05,"1,748.70",734.45
SO - 0006179,Wholesale,WARE-UHY1004,3/10/2020,5/22/2020,6/11/2020,6/21/2020,USD,28,2,261,16,7,0.1,227.80,182.24
SO - 0006180,In-Store,WARE-XYS1001,3/10/2020,5/22/2020,6/18/2020,6/26/2020,USD,8,25,41,23,1,0.075,"2,532.60","2,152.71"
SO - 0006181,In-Store,WARE-MKL1006,3/10/2020,5/22/2020,6/6/2020,6/8/2020,USD,8,47,352,14,7,0.15,227.80,175.41
SO - 0006182,Online,WARE-NBV1002,3/10/2020,5/22/2020,6/17/2020,6/23/2020,USD,14,24,73,17,8,0.05,"2,867.60","1,319.10"
SO - 0006183,In-Store,WARE-NMK1003,12/1/2019,5/22/2020,6/8/2020,6/16/2020,USD,8,49,122,8,8,0.075,"5,983.10","2,871.89"
SO - 0006184,Distributor,WARE-PUJ1005,3/10/2020,5/22/2020,6/10/2020,6/15/2020,USD,21,1,294,19,7,0.075,268.00,171.52
SO - 0006185,Online,WARE-NMK1003,3/10/2020,5/23/2020,6/15/2020,6/23/2020,USD,12,23,180,29,2,0.05,"1,078.70",442.27
SO - 0006186,Distributor,WARE-XYS1001,12/1/2019,5/23/2020,5/28/2020,5/29/2020,USD,22,47,26,21,5,0.075,"1,735.30",815.59
SO - 0006187,In-Store,WARE-UHY1004,3/10/2020,5/23/2020,6/3/2020,6/6/2020,USD,6,42,207,47,7,0.05,"3,939.60","2,206.18"
SO - 0006188,Online,WARE-PUJ1005,12/1/2019,5/23/2020,6/8/2020,6/10/2020,USD,18,2,298,44,7,0.075,"5,400.20","3,780.14"
SO - 0006189,Online,WARE-UHY1004,3/10/2020,5/23/2020,6/11/2020,6/14/2020,USD,19,47,208,18,1,0.075,837.50,661.63
SO - 0006190,In-Store,WARE-PUJ1005,3/10/2020,5/23/2020,6/1/2020,6/11/2020,USD,7,12,276,22,4,0.05,187.60,93.80
SO - 0006191,Online,WARE-XYS1001,12/1/2019,5/23/2020,6/11/2020,6/15/2020,USD,16,2,17,15,8,0.05,"1,105.50",807.02
SO - 0006192,Wholesale,WARE-XYS1001,3/10/2020,5/23/2020,6/16/2020,6/24/2020,USD,26,28,19,3,7,0.075,"2,458.90","1,032.74"
SO - 0006193,In-Store,WARE-XYS1001,12/1/2019,5/23/2020,6/15/2020,6/21/2020,USD,8,18,15,40,2,0.4,"3,999.90","2,679.93"
SO - 0006194,Online,WARE-MKL1006,12/1/2019,5/24/2020,6/17/2020,6/21/2020,USD,17,12,364,30,5,0.05,"6,009.90","3,726.14"
SO - 0006195,In-Store,WARE-UHY1004,3/10/2020,5/24/2020,6/10/2020,6/13/2020,USD,6,24,215,14,7,0.15,"1,815.70","1,398.09"
SO - 0006196,Distributor,WARE-MKL1006,3/10/2020,5/24/2020,5/29/2020,6/1/2020,USD,24,8,332,45,3,0.4,"1,996.60","1,277.82"
SO - 0006197,Wholesale,WARE-NMK1003,12/1/2019,5/24/2020,6/4/2020,6/7/2020,USD,26,7,118,43,1,0.15,911.20,400.93
SO - 0006198,In-Store,WARE-PUJ1005,12/1/2019,5/24/2020,6/11/2020,6/19/2020,USD,11,26,321,18,5,0.075,"1,701.80","1,021.08"
SO - 0006199,In-Store,WARE-MKL1006,3/10/2020,5/24/2020,5/28/2020,5/30/2020,USD,3,1,364,21,1,0.2,187.60,142.58
SO - 0006200,Distributor,WARE-PUJ1005,3/10/2020,5/24/2020,6/6/2020,6/14/2020,USD,21,26,276,28,5,0.1,"5,453.80","2,890.51"
SO - 0006201,Distributor,WARE-PUJ1005,3/10/2020,5/24/2020,6/1/2020,6/8/2020,USD,21,10,305,45,2,0.05,"1,051.90",452.32
SO - 0006202,Online,WARE-NMK1003,12/1/2019,5/24/2020,6/2/2020,6/11/2020,USD,17,5,170,31,4,0.3,174.20,69.68
SO - 0006203,In-Store,WARE-XYS1001,3/10/2020,5/24/2020,6/4/2020,6/8/2020,USD,11,11,58,33,3,0.05,"1,681.70","1,294.91"
SO - 0006204,In-Store,WARE-PUJ1005,3/10/2020,5/25/2020,6/2/2020,6/8/2020,USD,6,21,270,36,2,0.05,"1,058.60",582.23
SO - 0006205,Online,WARE-UHY1004,3/10/2020,5/25/2020,5/31/2020,6/2/2020,USD,20,17,254,44,4,0.075,"3,845.80","2,961.27"
SO - 0006206,In-Store,WARE-UHY1004,3/10/2020,5/25/2020,6/17/2020,6/23/2020,USD,4,23,247,26,7,0.075,"3,343.30","1,972.55"
SO - 0006207,Distributor,WARE-NMK1003,3/10/2020,5/25/2020,6/15/2020,6/19/2020,USD,23,8,138,32,1,0.15,"1,695.10","1,373.03"
SO - 0006208,In-Store,WARE-PUJ1005,3/10/2020,5/25/2020,6/18/2020,6/24/2020,USD,3,40,287,9,1,0.15,"1,152.40",576.20
SO - 0006209,Wholesale,WARE-UHY1004,3/10/2020,5/25/2020,6/7/2020,6/10/2020,USD,26,37,260,43,6,0.075,"3,457.20","2,938.62"
SO - 0006210,In-Store,WARE-NMK1003,3/10/2020,5/25/2020,6/19/2020,6/25/2020,USD,4,40,159,3,3,0.075,"1,058.60",762.19
SO - 0006211,In-Store,WARE-MKL1006,3/10/2020,5/26/2020,6/14/2020,6/16/2020,USD,8,39,341,6,1,0.05,"1,105.50",895.46
SO - 0006212,Online,WARE-PUJ1005,3/10/2020,5/26/2020,6/12/2020,6/16/2020,USD,18,11,313,6,1,0.15,"1,011.70",839.71
SO - 0006213,Online,WARE-NMK1003,12/1/2019,5/26/2020,6/14/2020,6/17/2020,USD,16,42,197,25,8,0.2,"5,266.20","4,160.30"
SO - 0006214,Online,WARE-XYS1001,12/1/2019,5/26/2020,6/17/2020,6/19/2020,USD,18,29,25,10,3,0.05,"1,065.30",490.04
SO - 0006215,Wholesale,WARE-MKL1006,3/10/2020,5/26/2020,6/9/2020,6/17/2020,USD,25,14,336,37,1,0.1,"3,329.90","2,497.43"
SO - 0006216,Distributor,WARE-NMK1003,3/10/2020,5/26/2020,6/6/2020,6/11/2020,USD,21,22,175,42,5,0.1,"1,835.80",917.90
SO - 0006217,Distributor,WARE-NBV1002,3/10/2020,5/26/2020,6/21/2020,7/1/2020,USD,22,23,60,2,4,0.1,"3,430.40","2,401.28"
SO - 0006218,Online,WARE-MKL1006,3/10/2020,5/27/2020,6/1/2020,6/10/2020,USD,19,15,343,19,4,0.2,"1,078.70",474.63
SO - 0006219,Wholesale,WARE-NMK1003,3/10/2020,5/27/2020,6/7/2020,6/14/2020,USD,27,38,118,18,2,0.05,"3,544.30","1,524.05"
SO - 0006220,Online,WARE-NMK1003,12/1/2019,5/27/2020,6/9/2020,6/10/2020,USD,14,16,185,47,8,0.05,944.70,765.21
SO - 0006221,In-Store,WARE-UHY1004,3/10/2020,5/27/2020,6/21/2020,6/25/2020,USD,3,50,220,17,1,0.05,"2,398.60","1,127.34"
SO - 0006222,In-Store,WARE-NMK1003,3/10/2020,5/27/2020,6/20/2020,6/21/2020,USD,9,21,116,42,2,0.075,"3,912.80","1,995.53"
SO - 0006223,In-Store,WARE-NMK1003,12/1/2019,5/27/2020,6/24/2020,6/27/2020,USD,12,17,129,40,7,0.075,"2,391.90","1,793.93"
SO - 0006224,In-Store,WARE-XYS1001,3/10/2020,5/27/2020,6/4/2020,6/11/2020,USD,1,49,47,8,1,0.075,891.10,605.95
SO - 0006225,Distributor,WARE-PUJ1005,3/10/2020,5/27/2020,6/20/2020,6/23/2020,USD,22,8,305,24,1,0.2,"2,432.10","1,775.43"
SO - 0006226,In-Store,WARE-UHY1004,3/10/2020,5/27/2020,6/15/2020,6/20/2020,USD,8,39,208,34,2,0.075,"1,125.60",810.43
SO - 0006227,Online,WARE-XYS1001,12/1/2019,5/27/2020,6/18/2020,6/24/2020,USD,15,8,5,39,7,0.2,"1,159.10",602.73
SO - 0006228,Distributor,WARE-XYS1001,3/10/2020,5/27/2020,6/12/2020,6/17/2020,USD,21,11,54,45,7,0.075,"5,406.90","4,217.38"
SO - 0006229,Distributor,WARE-XYS1001,3/10/2020,5/28/2020,6/9/2020,6/16/2020,USD,21,32,9,9,3,0.2,"2,278.00","1,161.78"
SO - 0006230,Online,WARE-NMK1003,12/1/2019,5/28/2020,6/17/2020,6/24/2020,USD,16,47,183,37,4,0.1,"2,425.40","1,770.54"
SO - 0006231,Distributor,WARE-MKL1006,3/10/2020,5/28/2020,6/9/2020,6/13/2020,USD,21,48,343,25,4,0.05,864.30,561.80
SO - 0006232,In-Store,WARE-NMK1003,3/10/2020,5/28/2020,6/10/2020,6/13/2020,USD,11,4,176,16,6,0.1,"3,912.80","1,604.25"
SO - 0006233,In-Store,WARE-MKL1006,3/10/2020,5/28/2020,6/22/2020,6/27/2020,USD,10,18,360,36,7,0.075,"1,011.70",728.42
SO - 0006234,In-Store,WARE-XYS1001,3/10/2020,5/28/2020,6/12/2020,6/14/2020,USD,9,5,7,6,7,0.075,"1,983.20","1,269.25"
SO - 0006235,Distributor,WARE-NMK1003,3/10/2020,5/28/2020,6/6/2020,6/16/2020,USD,22,40,167,32,7,0.075,"3,879.30","3,103.44"
SO - 0006236,Distributor,WARE-MKL1006,3/10/2020,5/28/2020,6/3/2020,6/4/2020,USD,22,41,343,35,1,0.05,"6,385.10","2,745.59"
SO - 0006237,In-Store,WARE-PUJ1005,12/1/2019,5/28/2020,6/1/2020,6/2/2020,USD,1,32,308,15,8,0.4,"2,646.50","1,905.48"
SO - 0006238,In-Store,WARE-XYS1001,3/10/2020,5/29/2020,6/25/2020,6/28/2020,USD,4,2,11,23,7,0.075,"2,338.30","1,286.07"
SO - 0006239,In-Store,WARE-MKL1006,3/10/2020,5/29/2020,5/31/2020,6/4/2020,USD,2,46,343,37,8,0.1,"2,391.90","1,411.22"
SO - 0006240,Online,WARE-NBV1002,3/10/2020,5/29/2020,6/15/2020,6/17/2020,USD,17,49,82,8,2,0.1,"2,278.00",956.76
SO - 0006241,In-Store,WARE-XYS1001,12/1/2019,5/29/2020,6/4/2020,6/11/2020,USD,11,44,9,5,5,0.05,"1,065.30",628.53
SO - 0006242,Online,WARE-NMK1003,3/10/2020,5/29/2020,6/5/2020,6/13/2020,USD,16,18,203,9,8,0.1,"3,912.80","2,738.96"
SO - 0006243,Online,WARE-NMK1003,3/10/2020,5/29/2020,6/18/2020,6/21/2020,USD,13,50,130,31,6,0.075,"2,010.00","1,065.30"
SO - 0006244,Online,WARE-NBV1002,3/10/2020,5/29/2020,6/16/2020,6/21/2020,USD,17,41,83,33,1,0.05,"3,832.40","1,647.93"
SO - 0006245,In-Store,WARE-NMK1003,12/1/2019,5/29/2020,6/17/2020,6/25/2020,USD,8,18,170,7,4,0.05,998.30,718.78
SO - 0006246,Online,WARE-XYS1001,3/10/2020,5/29/2020,6/14/2020,6/24/2020,USD,20,4,52,11,6,0.15,"1,246.20",510.94
SO - 0006247,Wholesale,WARE-XYS1001,3/10/2020,5/29/2020,6/8/2020,6/10/2020,USD,27,30,49,10,4,0.1,"1,675.00","1,323.25"
SO - 0006248,Online,WARE-NMK1003,12/1/2019,5/30/2020,6/9/2020,6/19/2020,USD,18,49,188,12,6,0.1,"1,728.60","1,175.45"
SO - 0006249,Online,WARE-XYS1001,3/10/2020,5/30/2020,6/16/2020,6/21/2020,USD,19,15,7,8,6,0.075,"1,728.60","1,071.73"
SO - 0006250,In-Store,WARE-NMK1003,3/10/2020,5/30/2020,6/2/2020,6/7/2020,USD,5,17,186,26,8,0.05,"1,882.70","1,299.06"
SO - 0006251,Wholesale,WARE-NBV1002,3/10/2020,5/30/2020,6/21/2020,6/26/2020,USD,28,44,73,21,6,0.075,984.90,512.15
SO - 0006252,Online,WARE-XYS1001,3/10/2020,5/30/2020,6/5/2020,6/12/2020,USD,16,14,33,18,6,0.05,"1,326.60","1,061.28"
SO - 0006253,Wholesale,WARE-NBV1002,3/10/2020,5/30/2020,6/19/2020,6/23/2020,USD,27,11,76,32,5,0.075,"3,999.90","2,439.94"
SO - 0006254,In-Store,WARE-NMK1003,3/10/2020,5/30/2020,6/8/2020,6/9/2020,USD,9,21,150,29,6,0.15,"1,802.30","1,189.52"
SO - 0006255,Distributor,WARE-NMK1003,12/1/2019,5/30/2020,6/19/2020,6/24/2020,USD,22,26,121,32,7,0.05,"1,172.50",527.63
SO - 0006256,Distributor,WARE-NMK1003,3/10/2020,5/30/2020,6/19/2020,6/25/2020,USD,25,49,163,29,8,0.075,"3,973.10","2,622.25"
SO - 0006257,Online,WARE-XYS1001,3/10/2020,5/30/2020,6/26/2020,6/29/2020,USD,13,23,56,20,4,0.15,"1,112.20",900.88
SO - 0006258,Distributor,WARE-PUJ1005,3/10/2020,5/30/2020,6/24/2020,6/30/2020,USD,20,1,294,14,6,0.15,"3,946.30","1,657.45"
SO - 0006259,Distributor,WARE-PUJ1005,3/10/2020,5/31/2020,6/28/2020,7/3/2020,USD,25,50,266,6,2,0.05,"1,058.60",709.26
SO - 0006260,Distributor,WARE-PUJ1005,12/1/2019,5/31/2020,6/11/2020,6/17/2020,USD,23,2,289,41,7,0.1,261.30,193.36
SO - 0006261,In-Store,WARE-PUJ1005,3/10/2020,5/31/2020,6/23/2020,6/24/2020,USD,7,5,285,45,4,0.075,"1,051.90",820.48
SO - 0006262,Distributor,WARE-NBV1002,3/10/2020,5/31/2020,6/2/2020,6/4/2020,USD,25,39,81,44,8,0.05,850.90,340.36
SO - 0006263,In-Store,WARE-PUJ1005,12/1/2019,5/31/2020,6/3/2020,6/13/2020,USD,6,45,308,32,2,0.15,"2,405.30","1,635.60"
SO - 0006264,Distributor,WARE-UHY1004,3/10/2020,5/31/2020,6/14/2020,6/23/2020,USD,21,46,212,7,8,0.075,"2,425.40","1,115.68"
SO - 0006265,In-Store,WARE-NMK1003,3/10/2020,5/31/2020,6/7/2020,6/11/2020,USD,1,47,97,30,4,0.075,"1,105.50",674.36
SO - 0006266,In-Store,WARE-NMK1003,3/10/2020,5/31/2020,6/24/2020,6/26/2020,USD,3,3,157,29,6,0.2,857.60,728.96
SO - 0006267,In-Store,WARE-NMK1003,12/1/2019,5/31/2020,6/13/2020,6/19/2020,USD,3,39,165,38,7,0.05,"3,705.10","2,260.11"
SO - 0006268,Online,WARE-NMK1003,12/1/2019,5/31/2020,6/21/2020,6/27/2020,USD,19,15,106,23,4,0.075,"1,025.10",656.06
SO - 0006269,Online,WARE-PUJ1005,3/10/2020,5/31/2020,6/27/2020,7/6/2020,USD,16,46,279,30,1,0.2,971.50,709.20
SO - 0006270,Distributor,WARE-NMK1003,3/10/2020,5/31/2020,6/11/2020,6/19/2020,USD,21,46,111,38,5,0.05,"1,031.80",474.63
SO - 0006271,Distributor,WARE-MKL1006,3/10/2020,5/31/2020,6/25/2020,6/26/2020,USD,21,1,364,45,6,0.075,"1,018.40",621.22
SO - 0006272,In-Store,WARE-NMK1003,3/10/2020,5/31/2020,6/24/2020,6/30/2020,USD,5,18,154,8,2,0.1,"2,659.90","1,649.14"
SO - 0006273,In-Store,WARE-NMK1003,3/10/2020,5/31/2020,6/19/2020,6/24/2020,USD,1,32,120,20,2,0.075,"3,356.70","1,779.05"
